38000001,3.2,5.0,0,0,0,0,3.5,6.0,0,False
38000002,6.2,8.0,4.0,0,0,0,8.5,9.0,9.0,False
38000003,8.0,7.25,4.8,7.5,7.5,7.25,0,0,0,True
38000004,7.6,7.0,6.4,0,0,0,6.5,8.5,8.5,False
38000005,7.0,8.0,5.0,0,0,0,6.25,8.25,8.75,False
38000006,3.2,3.75,0,0,0,0,6.5,5.25,0,False
38000007,5.0,7.25,3.8,0,0,0,7.0,7.75,9.0,False
38000008,7.0,4.25,5.0,6.25,7.25,4.5,0,0,0,True
38000009,6.2,5.75,0,0,0,0,6.0,7.0,0,False
38000010,4.4,4.25,0,0,0,0,5.5,6.0,0,False
38000011,8.2,8.5,4.2,8.0,8.5,8.25,0,0,0,True
38000012,6.0,6.5,4.0,0,0,0,6.25,7.5,8.0,False
38000013,7.0,5.75,6.8,5.5,5.0,5.0,0,0,0,True
38000014,5.6,5.25,3.4,0,0,0,3.5,6.25,6.25,False
38000015,2.8,4.5,0,0,0,0,4.5,4.75,0,False
38000016,2.0,5.25,0,0,0,0,7.25,8.75,0,False
38000017,3.4,6.0,0,0,0,0,4.5,5.25,0,False
38000018,4.4,7.0,4.8,0,0,0,5.75,6.5,7.25,False
38000019,6.8,9.25,6.6,6.25,7.5,7.75,0,0,0,True
38000020,6.2,7.5,5.2,0,0,0,7.25,7.5,8.75,False
38000021,6.6,4.5,4.0,7.0,5.0,5.5,0,0,0,True
38000022,4.0,4.5,0,0,0,0,3.0,6.5,0,False
38000023,3.6,7.25,3.8,0,0,0,5.75,6.5,8.5,False
38000024,7.0,8.5,4.8,0,0,0,8.25,8.5,8.5,False
38000025,6.0,7.5,4.6,0,0,0,8.5,8.75,9.0,False
38000026,6.0,6.5,5.6,0,0,0,6.75,6.75,7.75,False
38000027,2.8,5.0,0,0,0,0,4.5,3.75,0,False
38000028,5.0,5.75,0,0,0,0,4.0,4.75,0,False
38000029,4.0,2.75,0,0,0,0,6.0,5.5,0,False
38000030,8.6,7.25,8.8,8.75,6.0,5.75,0,0,0,True
38000031,6.0,5.5,5.0,0,0,0,8.25,9.0,8.75,False
38000032,6.4,5.5,4.4,4.25,5.75,4.75,0,0,0,True
38000033,5.6,7.75,4.4,0,0,0,7.25,8.25,9.25,False
38000034,7.6,7.5,5.6,8.0,8.0,9.0,0,0,0,True
38000035,6.2,7.5,5.0,2.75,7.0,8.0,0,0,0,True
38000036,7.2,6.75,7.2,6.75,6.5,5.5,0,0,0,True
38000037,3.4,3.75,0,0,0,0,5.5,5.25,0,False
38000038,7.6,8.5,5.6,5.75,8.75,7.25,0,0,0,True
38000039,5.0,6.75,5.0,0,0,0,7.75,6.75,8.75,False
38000040,2.4,4.75,0,0,0,0,5.25,5.5,0,False
38000041,4.0,7.0,4.0,0,0,0,5.25,5.75,9.25,False
38000042,5.0,7.25,4.6,0,0,0,7.75,8.0,9.0,False
38000043,4.8,8.75,5.6,0,0,0,8.25,8.5,9.25,False
38000044,3.2,2.75,0,0,0,0,5.0,3.0,0,False
38000045,5.4,6.0,5.4,0,0,0,6.0,7.25,7.5,False
38000046,5.6,8.25,4.8,0,0,0,6.75,9.0,8.0,False
38000047,5.6,7.25,4.0,0,0,0,6.5,8.0,7.25,False
38000048,7.4,9.0,6.0,0,0,0,9.0,9.75,9.5,False
38000049,2.0,3.25,0,0,0,0,3.25,3.5,0,False
38000050,5.6,7.5,5.0,0,0,0,7.5,8.25,9.5,False
38000051,6.8,9.25,5.6,7.0,6.75,7.5,0,0,0,True
38000052,4.8,6.0,3.4,0,0,0,6.75,5.75,7.75,False
38000053,1.4,3.75,0,0,0,0,4.0,4.25,0,False
38000054,6.2,3.75,0,0,0,0,7.5,8.0,0,False
38000055,4.4,4.5,0,0,0,0,5.25,5.25,0,False
38000056,6.6,8.75,4.2,0,0,0,8.75,9.25,9.25,False
38000057,5.8,8.25,5.0,5.5,7.25,8.0,0,0,0,True
38000058,7.2,8.25,5.4,0,0,0,6.75,8.0,8.75,False
38000059,6.4,7.25,4.8,0,0,0,7.75,8.5,8.75,False
38000060,4.6,4.25,0,0,0,0,5.5,5.0,0,False
38000061,4.8,7.0,4.4,0,0,0,6.25,8.75,8.75,False
38000062,6.6,7.0,4.6,8.0,8.0,5.5,0,0,0,True
38000063,7.2,7.75,4.6,6.0,6.25,7.5,0,0,0,True
38000064,5.0,6.0,3.6,0,0,0,6.0,7.0,8.25,False
38000065,4.6,7.0,3.8,0,0,0,6.0,7.0,6.25,False
38000066,7.6,6.0,6.8,8.25,8.25,8.25,0,0,0,True
38000067,3.2,5.25,0,0,0,0,4.25,5.5,0,False
38000068,6.4,6.25,0,0,0,0,7.5,6.75,0,False
38000069,5.8,6.0,4.8,5.0,3.75,4.75,0,0,0,True
38000070,4.6,6.5,0,0,0,0,5.5,7.5,0,False
38000071,8.2,7.25,6.4,8.25,7.0,8.0,0,0,0,True
38000072,6.2,7.5,4.0,0,0,0,7.75,7.5,8.5,False
38000073,3.0,4.75,0,0,0,0,4.25,6.5,0,False
38000074,7.4,8.25,6.8,0,0,0,8.5,9.0,9.75,False
38000075,6.0,7.25,4.8,7.0,7.0,5.0,0,0,0,True
38000076,4.4,4.0,0,0,0,0,7.5,6.75,0,False
38000077,6.8,6.83,4.6,0,0,0,5.0,7.0,7.0,False
38000078,8.0,6.5,0,6.75,6.5,6.5,0,0,0,True
38000079,8.2,9.0,6.0,0,0,0,7.5,8.75,10.0,False
